v,vw,o,c,h,l,t,n
76807768.0,157.6597,159.75,155.81,160.362,154.965,1662091200000,646414
73714843.0,155.012,156.47,154.53,157.09,153.69,1662436800000,687436
87293824.0,155.306,154.825,155.96,156.67,153.61,1662523200000,696954
84909447.0,154.3949,154.64,154.46,156.36,152.68,1662609600000,697264
68081006.0,156.6625,155.47,157.37,157.82,154.75,1662696000000,532851
104955962.0,162.4763,159.59,163.43,164.26,159.3,1662955200000,801512
122651554.0,156.1544,159.9,153.84,160.54,153.37,1663041600000,1018108
87935409.0,155.2607,154.785,155.31,157.1,153.6106,1663128000000,716065
90481110.0,153.0058,154.65,152.37,155.24,151.38,1663214400000,741143
160940131.0,150.2326,151.21,150.7,151.35,148.37,1663300800000,850351
81474246.0,152.5543,149.31,154.48,154.56,149.1,1663560000000,671956
107639796.0,156.1314,153.4,156.9,158.08,153.08,1663646400000,792170
101696790.0,156.2959,157.34,153.72,158.74,153.6,1663732800000,785023
86652542.0,152.5709,152.38,152.74,154.47,150.91,1663819200000,686879
96029909.0,150.0222,151.19,150.43,151.47,148.56,1663905600000,766882
93339409.0,151.5222,149.66,150.77,153.7701,149.64,1664164800000,747666
84282741.0,152.1335,152.74,151.76,154.72,149.945,1664251200000,683776
146661387.0,147.5981,147.64,149.84,150.6414,144.84,1664337600000,1142717
128138237.0,142.9002,146.1,142.48,146.72,140.68,1664424000000,1067281
124910274.0,140.3818,141.28,138.2,143.1,138.0,1664510400000,947003
114311663.0,141.2135,138.21,142.45,143.07,137.685,1664769600000,838786
87780064.0,145.4907,145.03,146.1,146.22,144.26,1664856000000,687504
79269968.0,145.2495,144.075,146.4,147.38,143.01,1664942400000,605861
68308669.0,146.0741,145.81,145.43,147.54,145.22,1665028800000,538671
85925559.0,140.7932,142.54,140.09,143.1,139.445,1665115200000,666459
74899002.0,140.1978,140.42,140.42,141.89,138.5729,1665374400000,620863
77001872.0,139.5393,139.9,138.98,141.35,138.22,1665460800000,608882
69933744.0,139.0968,139.13,138.34,140.36,138.16,1665547200000,553185
113223975.0,139.7607,134.99,142.99,143.59,134.37,1665633600000,874139
88597969.0,139.9229,144.31,138.38,144.52,138.19,1665720000000,689680
85250639.0,141.9529,141.065,142.41,142.9,140.27,1665979200000,634583
99130632.0,144.0619,145.49,143.75,146.7,140.61,1666065600000,785416
61757790.0,143.4441,141.69,143.86,144.9492,141.5,1666152000000,511348
64521989.0,144.2072,143.02,143.39,145.89,142.65,1666238400000,517760
86548459.0,145.5191,142.87,147.27,147.8479,142.649,1666324800000,621571
75981918.0,148.3743,147.185,149.45,150.23,146.0,1666584000000,653020
74682290.0,151.4347,150.09,152.34,152.49,149.36,1666670400000,581421
87883672.0,150.0488,150.96,149.35,151.99,148.04,1666756800000,694793
109161970.0,145.3119,148.07,144.8,149.046,144.13,1666843200000,944053
164762371.0,154.5822,148.2,155.74,157.5,147.82,1666929600000,1228075
97932271.0,153.2791,153.155,153.34,154.24,151.92,1667188800000,726843
80379345.0,150.9807,155.08,150.65,155.45,149.13,1667275200000,650595
93604623.0,148.2186,148.945,145.03,152.17,145.0,1667361600000,788400
97917166.0,140.1145,142.06,138.88,142.8,138.75,1667448000000,871800
140494796.0,137.3583,142.09,138.38,142.67,134.38,1667534400000,1161631
83364228.0,137.4671,137.11,138.92,139.145,135.671,1667797200000,715005
89908477.0,139.5702,140.41,139.5,141.43,137.49,1667883600000,637312
74903262.0,135.9897,138.5,134.87,138.55,134.5933,1667970000000,632982
118854028.0,144.1322,141.24,146.87,146.87,139.5,1668056400000,875048
93966273.0,148.1929,145.82,149.7,150.01,144.37,1668142800000,742241
73374114.0,148.7236,148.97,148.28,150.28,147.43,1668402000000,576289
89868332.0,151.2356,152.215,150.04,153.59,148.5613,1668488400000,703669
64218266.0,148.6596,149.13,148.79,149.87,147.29,1668574800000,472247
80389400.0,149.706,146.43,150.72,151.48,146.15,1668661200000,563714
