v,vw,o,c,h,l,t,n
28196052.0,309.5482,305.72,310.65,311.97,304.27,1683259200000,381026
21308813.0,308.0936,310.13,308.65,310.2,306.09,1683518400000,335929
21340829.0,307.7179,308.0,307.0,310.04,306.31,1683604800000,299950
30078044.0,310.9026,308.62,312.31,313.0,307.67,1683691200000,398456
31680179.0,309.3559,310.1,310.11,311.12,306.2601,1683777600000,381620
19672946.0,308.1878,310.55,308.97,310.65,306.6,1683864000000,298800
16336547.0,309.0666,309.095,309.46,309.905,307.59,1684123200000,269983
25680347.0,312.432,309.83,311.74,313.71,309.83,1684209600000,352425
24315012.0,313.0997,312.29,314.0,314.43,310.74,1684296000000,308657
27275991.0,317.1105,314.53,318.52,319.04,313.72,1684382400000,386415
27543551.0,317.8475,316.74,318.34,318.75,316.37,1684468800000,325653
24115664.0,320.8507,318.6,321.18,322.59,318.01,1684728000000,342361
30797173.0,317.7116,320.03,315.26,322.72,315.25,1684814400000,430792
23384887.0,314.2333,314.73,313.85,316.5,312.61,1684900800000,353391
43205743.0,324.1808,323.24,325.92,326.9,320.0,1684987200000,549354
36630633.0,330.8431,324.02,332.89,333.4,323.88,1685073600000,509702
29503070.0,332.3713,335.23,331.21,335.74,330.52,1685419200000,522152
45950553.0,329.8836,332.29,328.39,335.94,327.33,1685505600000,494039
26773851.0,330.6137,325.93,332.58,333.53,324.72,1685592000000,412274
25853669.0,334.9782,334.247,335.4,337.5,332.55,1685678400000,392402
21307053.0,336.6865,335.22,335.94,338.5599,334.6601,1685937600000,374635
20396223.0,333.7197,335.33,333.68,335.37,332.17,1686024000000,339188
40706629.0,325.7113,331.65,323.38,334.49,322.5,1686110400000,615252
23260258.0,325.0463,323.935,325.26,326.64,323.35,1686196800000,373419
22528950.0,327.3052,324.99,326.79,329.99,324.41,1686283200000,367279
24281753.0,329.5156,328.58,331.85,332.0999,325.16,1686542400000,390478
22801279.0,333.4592,334.465,334.29,336.98,330.39,1686628800000,356040
26003791.0,336.4501,334.34,337.34,339.04,332.81,1686715200000,456396
38852845.0,345.5015,337.48,348.1,349.84,337.2,1686801600000,594418
46546285.0,345.87,351.32,342.33,351.47,341.95,1686888000000,481102
26333307.0,338.2942,339.31,338.05,342.08,335.86,1687233600000,421893
25117799.0,334.2187,336.37,333.56,337.73,332.07,1687320000000,386737
23556764.0,337.7777,334.12,339.71,340.12,333.34,1687406400000,374340
23146901.0,335.5853,334.36,335.02,337.96,333.45,1687492800000,351843
21520582.0,330.8935,333.72,328.6,336.11,328.49,1687752000000,391852
24353972.0,333.4372,331.86,334.57,336.15,329.3,1687838400000,345545
20259523.0,335.7149,334.66,335.85,337.98,333.81,1687924800000,327478
16997042.0,334.6334,334.71,335.05,336.11,332.62,1688011200000,276397
26832756.0,340.6447,337.75,340.54,342.73,337.2,1688097600000,364616
12507092.0,338.2957,339.19,337.99,340.9,336.571,1688356800000,252534
18172378.0,338.6334,335.09,338.15,341.65,334.7276,1688529600000,346745
28195534.0,340.0806,337.3,341.27,342.99,335.5,1688616000000,453686
21208974.0,339.134,339.32,337.22,341.79,337.0,1688702400000,336861
32739449.0,330.9423,334.6,331.83,335.23,327.59,1688961600000,551490
26698218.0,330.6934,331.06,332.47,332.86,327.0,1689048000000,428341
29995262.0,337.9785,336.6,337.2,341.652,335.67,1689134400000,443122
20567159.0,341.6023,339.56,342.66,343.74,339.02,1689220800000,352822
28349069.0,347.4862,347.59,345.24,351.43,344.31,1689307200000,474705
20363927.0,345.3375,345.678,345.73,346.99,342.2,1689566400000,354554
64851305.0,358.335,345.83,359.49,366.78,342.17,1689652800000,903519
39720401.0,356.9136,361.75,355.08,362.46,352.435,1689739200000,627574
33729395.0,349.2517,353.57,346.87,357.97,345.37,1689825600000,537719
69402882.0,344.6154,349.15,343.77,350.3,339.83,1689912000000,533848
26724646.0,344.8138,345.85,345.11,346.92,342.31,1690171200000,387230
41614439.0,348.2785,347.11,350.98,351.89,345.07,1690257600000,622408
58383702.0,337.2226,341.44,337.77,344.67,333.11,1690344000000,990567
39611012.0,334.6987,340.48,330.72,341.33,329.05,1690430400000,745452
28449068.0,337.4318,333.67,338.37,340.01,333.17,1690516800000,447434
25445972.0,335.1445,336.92,335.92,337.695,333.36,1690776000000,461944
18381253.0,336.4363,335.19,336.34,338.54,333.7,1690862400000,332085
27759757.0,328.8435,333.63,327.5,333.63,326.3551,1690948800000,521033
18360352.0,327.6559,326.0,326.66,329.88,325.95,1691035200000,323370
23741484.0,330.8896,331.88,327.78,335.14,327.24,1691121600000,430655
17023526.0,329.5521,328.37,330.11,331.11,327.52,1691380800000,307078
22274170.0,325.1445,326.96,326.05,328.75,323.0,1691467200000,389123
